Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($),
4840,6/1/2012,The Devil Inside,"$1,000,000","$101,759,490","$53,262,945",
4841,7/10/1963,Tom Jones,"$1,000,000","$37,600,000","$37,600,000",
4842,4/17/2015,Unfriended,"$1,000,000","$62,561,449","$32,482,090",
4843,8/2/1976,Taxi Driver,"$1,000,000","$28,316,211","$28,262,574",
4844,5/24/2006,An Inconvenient Truth,"$1,000,000","$52,769,915","$24,146,161",
4845,1/2/1980,The Fog,"$1,000,000","$21,378,361","$21,378,361",
4846,5/25/2012,Chernobyl Diaries,"$1,000,000","$42,411,721","$18,119,640",
4847,10/4/1981,The Howling,"$1,000,000","$17,985,000","$17,985,000",
4848,8/5/1963,Dr. No,"$1,000,000","$59,567,035","$16,067,035",
4849,9/18/1987,Hellraiser,"$1,000,000","$14,564,000","$14,564,000",
4850,9/16/2005,Cry Wolf,"$1,000,000","$15,943,081","$10,047,674",
4851,8/18/2000,Godzilla 2000,"$1,000,000","$10,037,390","$10,037,390",
4852,12/29/2010,Blue Valentine,"$1,000,000","$16,566,240","$9,737,892",
4853,1/20/2006,Transamerica,"$1,000,000","$16,553,163","$9,015,303",
4854,1/1/1970,Beyond the Valley of the Dolls,"$1,000,000","$9,000,000","$9,000,000",
4855,1/1/1956,Love Me Tender,"$1,000,000","$9,000,000","$9,000,000",
4856,1/1/1949,Sands of Iwo Jima,"$1,000,000","$7,800,000","$7,800,000",
4857,9/25/2015,The Green Inferno,"$1,000,000","$12,931,569","$7,192,291",
4858,10/19/2012,The Sessions,"$1,000,000","$11,495,204","$6,002,451",
4859,4/4/2008,Shine a Light,"$1,000,000","$16,173,879","$5,505,267",
4860,3/23/2012,October Baby,"$1,000,000","$5,391,992","$5,355,847",
4861,12/9/2014,The Skeleton Twins,"$1,000,000","$5,797,192","$5,284,309",
4862,6/14/2013,20 Feet From Stardom,"$1,000,000","$5,892,466","$4,946,250",
4863,12/6/2009,"Food, Inc.","$1,000,000","$4,731,944","$4,417,674",
4864,8/21/1998,"Next Stop, Wonderland","$1,000,000","$3,465,703","$3,395,581",
4865,6/6/2014,Obvious Child,"$1,000,000","$3,324,070","$3,122,616",
4866,10/21/2011,Martha Marcy May Marlene,"$1,000,000","$5,438,911","$2,981,038",
4867,3/8/2005,Junebug,"$1,000,000","$3,553,253","$2,678,010",
4868,1/8/2008,Frozen River,"$1,000,000","$6,030,129","$2,511,476",
4869,11/21/2001,The Sidewalks of New York,"$1,000,000","$3,575,308","$2,402,459",
4870,4/24/1998,Two Girls and a Guy,"$1,000,000","$2,315,026","$2,057,193",
4871,9/29/2000,The Broken Hearts Club: A Romantic Comedy,"$1,000,000","$2,022,442","$1,744,858",
4872,6/28/2006,Who Killed the Electric Car?,"$1,000,000","$1,849,392","$1,678,874",
4873,9/18/2009,The Secrets of Jonathan Sperry,"$1,000,000","$1,355,079","$1,355,079",
4874,7/17/1996,Walking and Talking,"$1,000,000","$1,615,787","$1,287,480",
4875,9/19/2003,Bubba Ho-Tep,"$1,000,000","$1,492,895","$1,239,183",
4876,7/12/2001,No Man's Land,"$1,000,000","$2,684,207","$1,067,481",
4877,9/10/1998,Slam,"$1,000,000","$1,087,521","$1,009,819",
4878,6/4/2001,Brigham City,"$1,000,000","$852,206","$852,206",
4879,1/12/2000,Panic,"$1,000,000","$1,425,707","$779,137",
4880,9/5/2014,Palo Alto,"$1,000,000","$1,156,309","$767,732",
4881,8/9/2000,Fiza,"$1,000,000","$1,179,462","$623,791",
4882,3/2/2010,Ajami,"$1,000,000","$2,721,096","$621,859",
4883,10/23/1998,Orgazmo,"$1,000,000","$627,287","$582,024",
4884,7/29/2011,The Future,"$1,000,000","$1,239,174","$568,662",
4885,2/14/2003,All the Real Girls,"$1,000,000","$703,020","$549,666",
4886,10/24/2014,23 Blast,"$1,000,000","$549,185","$549,185",
4887,6/20/1997,Dream With The Fishes,"$1,000,000","$542,909","$542,909",
4888,7/19/2013,The Act of Killing,"$1,000,000","$501,289","$486,919",
4889,2/5/2003,Blue Car,"$1,000,000","$475,367","$464,126",
4890,10/19/2007,Wristcutters: A Love Story,"$1,000,000","$473,769","$446,165",
4891,5/5/2000,Luminarias,"$1,000,000","$428,535","$428,535",
4892,7/18/2014,I Origins,"$1,000,000","$852,399","$336,472",
4893,11/28/2014,Antarctica: A Year on Ice,"$1,000,000","$288,757","$288,757",
4894,8/22/2003,The Battle of Shaker Heights,"$1,000,000","$839,145","$280,351",
4895,1/18/2008,Taxi to the Dark Side,"$1,000,000","$304,472","$274,661",
4896,8/4/2016,The Invitation,"$1,000,000","$354,836","$231,738",
4897,9/24/2004,Guiana 1838,"$1,000,000","$227,241","$227,241",
4898,12/30/2002,Love Lisa,"$1,000,000","$213,137","$213,137",
4899,7/7/2006,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,"$1,000,000","$215,559","$144,601",
4900,7/28/2017,An Inconvenient Sequel,"$1,000,000","$130,874","$130,874",
4901,8/22/2001,Lisa Picard is Famous,"$1,000,000","$113,433","$113,433",
4902,7/31/2015,Beyond the Brick: A LEGO Brickumentary,"$1,000,000","$101,531","$101,531",
4903,10/30/2009,The House of the Devil,"$1,000,000","$102,812","$101,215",
4904,1/6/2012,Hardflip,"$1,000,000","$96,734","$96,734",
4905,11/3/2016,Creative Control,"$1,000,000","$63,014","$63,014",
4906,9/16/2005,Chocolate: Deep Dark Secrets,"$1,000,000","$1,549,000","$49,000",
4907,1/7/2011,The Perfect Host,"$1,000,000","$51,587","$48,764",
4908,9/25/1998,The Last Big Thing,"$1,000,000","$22,434","$22,434",
4909,7/8/1998,Safe Men,"$1,000,000","$21,210","$21,210",
4910,8/31/2001,Speedway Junky,"$1,000,000","$17,127","$17,127",
4911,2/13/2015,Hits,"$1,000,000","$15,156","$15,156",
4912,9/22/2000,The Specials,"$1,000,000","$12,996","$12,996",
4913,3/9/2010,16 to Life,"$1,000,000","$11,574","$11,574",
4914,1/17/2007,Alone with Her,"$1,000,000","$844,377","$10,787",
4915,10/17/2014,Camp X-Ray,"$1,000,000","$9,837","$9,837",
4916,11/21/2008,Special,"$1,000,000","$26,822","$7,202",
4917,10/4/2015,The Sisterhood of Night,"$1,000,000","$6,870","$6,870",
4918,3/19/1999,Sparkler,"$1,000,000","$5,494","$5,494",
4919,3/18/2005,The Helix…Loaded,"$1,000,000","$3,700","$3,700",
4920,5/15/2015,Childless,"$1,000,000","$1,036","$1,036",
4921,4/21/2006,In Her Line of Fire,"$1,000,000",$884,$884,
4922,12/13/2002,The Jimmy Show,"$1,000,000",$703,$703,
4923,12/31/2013,Heli,"$1,000,000","$552,614",$0,
4924,12/31/2015,Karachi se Lahore,"$1,000,000","$17,721",$0,
4925,12/31/2006,Loving Annabelle,"$1,000,000","$5,382",$0,
4926,11/12/2015,American Hero,"$1,000,000",$26,$0,
4927,1/23/1943,Casablanca,"$1,039,000","$10,462,500","$10,462,500",
4839,11/12/2009,Rocket Singh: Salesman of the Year,"$1,070,000","$5,348,767","$164,649",
4838,5/8/2005,My Date With Drew,"$1,100","$181,041","$181,041",
5391,12/25/2005,Wolf Creek,"$1,100,000","$29,005,064","$16,186,348",
4825,3/23/2012,Serbuan maut,"$1,100,000","$9,297,407","$4,105,123",
4826,4/9/1987,The Offspring,"$1,100,000","$1,355,728","$1,355,728",
4827,2/22/2002,Sex with Strangers,"$1,100,000","$247,740","$247,740",
4828,5/18/2012,Beyond the Black Rainbow,"$1,100,000","$56,491","$56,491",
4829,5/14/2003,Dracula: Pages from a Virgin's Diary,"$1,100,000","$81,371","$39,659",
4830,11/21/2014,The Sleepwalker,"$1,100,000","$2,636","$2,636",
4831,7/3/2017,Departure,"$1,100,000","$27,561",$0,
4832,7/10/2005,Waiting...,"$1,125,000","$18,673,274","$16,124,543",
4823,12/5/2006,Dead Man's Shoes,"$1,125,000","$414,736","$6,408",
4824,3/21/2014,God’s Not Dead,"$1,150,000","$63,777,092","$60,755,732",
4822,9/26/1975,The Rocky Horror Picture Show,"$1,200,000","$140,556,781","$140,510,017",
4791,10/29/2004,Saw,"$1,200,000","$103,880,027","$55,968,727",
4792,4/8/1989,"Sex, Lies, and Videotape","$1,200,000","$36,741,667","$24,741,667",
4793,2/15/2002,Super Troopers,"$1,200,000","$23,046,142","$18,492,362",
4794,2/22/2002,Monsoon Wedding,"$1,200,000","$27,025,600","$13,876,974",
4795,10/11/2000,You Can Count on Me,"$1,200,000","$10,827,356","$9,180,275",
4796,3/7/1951,Strangers on a Train,"$1,200,000","$7,000,000","$7,000,000",
4797,3/10/1955,The Trouble With Harry,"$1,200,000","$7,000,000","$7,000,000",
4798,12/29/1967,"Il buono, il brutto, il cattivo","$1,200,000","$6,100,000","$6,100,000",
4799,4/3/2003,The Day the Earth Stood Still,"$1,200,000","$3,700,000","$3,700,000",
4800,4/19/2013,Home Run,"$1,200,000","$2,859,955","$2,859,955",
4801,10/23/1992,Reservoir Dogs,"$1,200,000","$2,832,029","$2,832,029",
4802,7/7/2000,But I'm a Cheerleader,"$1,200,000","$2,509,344","$2,205,627",
4803,12/23/1956,The Wrong Man,"$1,200,000","$2,000,000","$2,000,000",
4804,1/1/1976,The Blue Bird,"$1,200,000","$887,000","$887,000",
4805,4/13/2012,Blue Like Jazz,"$1,200,000","$595,018","$595,018",
4806,8/28/2015,Que Horas Ela Volta?,"$1,200,000","$3,048,209","$376,976",
4807,11/19/1982,Q,"$1,200,000","$255,000","$255,000",
4808,3/21/2003,Down & Out with the Dolls,"$1,200,000","$58,936","$58,936",
4809,1/6/2012,"Pink Ribbons, Inc.","$1,200,000","$26,608","$26,608",
4810,11/2/2011,Certifiably Jonathan,"$1,200,000","$7,826","$7,826",
4811,9/18/2015,La navaja de Don Juan,"$1,200,000","$4,254","$4,254",
4812,12/31/2008,Extreme Movie,"$1,200,000","$81,338",$0,
4813,4/30/1981,Friday the 13th Part 2,"$1,250,000","$21,722,776","$21,722,776",
4784,1/1/1945,The Lost Weekend,"$1,250,000","$11,000,000","$11,000,000",
4785,8/31/1984,C.H.U.D.,"$1,250,000","$4,700,000","$4,700,000",
4786,4/19/2013,Filly Brown,"$1,250,000","$2,940,411","$2,850,357",
4787,1/21/1953,Niagara,"$1,250,000","$2,500,000","$2,500,000",
4788,1/1/1940,Rebecca,"$1,288,000","$6,000,000","$6,000,000",
4783,6/26/1936,San Francisco,"$1,300,000","$5,273,000","$2,868,000",
4768,9/10/1998,Festen,"$1,300,000","$1,647,780","$1,647,780",
4769,11/10/1996,Trees Lounge,"$1,300,000","$749,741","$749,741",
4770,5/22/2009,The Girlfriend Experience,"$1,300,000","$1,005,840","$695,840",
4771,3/23/2007,Journey from the Fall,"$1,300,000","$635,305","$635,305",
4772,5/5/2000,The Basket,"$1,300,000","$609,042","$609,042",
4773,1/30/2015,Above and Beyond,"$1,300,000","$288,751","$288,751",
4774,3/15/1985,Def-Con 4,"$1,300,000","$210,904","$210,904",
4775,9/12/2005,Neal n' Nikki,"$1,300,000","$329,621","$100,358",
4776,12/19/2003,The Hebrew Hammer,"$1,300,000","$90,213","$77,755",
4777,6/13/2014,Los insolitos peces gato,"$1,300,000","$16,653","$11,278",
4778,7/4/2006,Simon,"$1,300,000","$1,738,663","$4,055",
4779,5/24/2011,Forget Me Not,"$1,300,000","$13,465",$0,
4780,8/19/1983,The Ballad of Gregorio Cortez,"$1,305,000","$909,000","$909,000",
4767,5/3/1999,"Lock, Stock and Two Smoking Barrels","$1,350,000","$28,356,188","$3,897,569",
4766,4/29/2005,Holy Girl,"$1,400,000","$1,261,792","$304,124",
4758,3/10/2014,La chambre bleue,"$1,400,000","$1,945,420","$260,441",
4759,9/17/2004,Incident at Loch Ness,"$1,400,000","$56,073","$36,830",
4760,5/4/2013,Eddie: The Sleepwalking Cannibal,"$1,400,000","$1,632","$1,632",
4761,1/1/1968,Shalako,"$1,455,000","$2,620,000","$2,620,000",
4757,12/21/1937,Snow White and the Seven Dwarfs,"$1,488,000","$184,925,485","$184,925,485",
4756,1/4/2011,Insidious,"$1,500,000","$99,870,886","$54,009,150",
4706,10/21/2016,Moonlight,"$1,500,000","$55,800,987","$27,854,931",
4707,12/9/2003,Cabin Fever,"$1,500,000","$30,351,664","$21,158,188",
4708,2/5/2007,Waitress,"$1,500,000","$22,217,183","$19,097,550",
4709,8/9/1989,Kickboxer,"$1,500,000","$14,533,681","$14,533,681",
4710,2/26/1988,Bloodsport,"$1,500,000","$11,806,119","$11,806,119",
4711,1/1/1939,Mr. Smith Goes To Washington,"$1,500,000","$9,000,000","$9,000,000",
4712,7/21/1995,Kids,"$1,500,000","$20,412,216","$7,412,216",
4713,5/10/2005,The Squid and the Whale,"$1,500,000","$11,191,423","$7,372,734",
4714,3/13/2002,Kissing Jessica Stein,"$1,500,000","$9,345,061","$7,025,722",
4715,10/31/1945,Spellbound,"$1,500,000","$7,000,000","$7,000,000",
4716,4/20/1979,Dawn of the Dead,"$1,500,000","$55,000,000","$5,100,000",
4717,9/23/1994,Exotica,"$1,500,000","$5,046,118","$5,046,118",
4718,7/26/2013,The To Do List,"$1,500,000","$4,128,828","$3,491,669",
4719,1/2/2013,The Gatekeepers,"$1,500,000","$2,592,308","$2,408,553",
4720,6/26/1998,Buffalo '66,"$1,500,000","$2,380,606","$2,380,606",
4721,2/3/1984,Repo Man,"$1,500,000","$2,300,000","$2,300,000",
4722,10/21/2016,I’m Not Ashamed,"$1,500,000","$2,082,980","$2,082,980",
4723,1/18/1985,Blood Simple,"$1,500,000","$2,730,877","$1,690,913",
4724,4/19/2002,Nueve Reinas,"$1,500,000","$12,412,889","$1,222,889",
4725,4/19/2013,The Lords of Salem,"$1,500,000","$1,541,131","$1,165,881",
4726,3/25/2005,The Ballad of Jack and Rose,"$1,500,000","$1,126,258","$712,294",
4727,4/22/2016,Unsullied,"$1,500,000","$510,957","$510,957",
4728,8/31/1994,Killing Zoe,"$1,500,000","$418,953","$418,953",
4729,5/17/2002,The Believer,"$1,500,000","$1,840,248","$406,035",
4730,7/3/2008,Snow Angels,"$1,500,000","$414,404","$402,858",
4731,10/8/2001,Session 9,"$1,500,000","$1,619,602","$378,176",
4732,11/2/2011,MOOZ-lum,"$1,500,000","$372,239","$362,239",
4733,5/9/2007,I Want Someone To Eat Cheese With,"$1,500,000","$194,568","$194,568",
4734,8/19/2011,Amigo,"$1,500,000","$184,705","$184,705",
4735,7/9/2007,Hatchet,"$1,500,000","$240,396","$175,281",
4736,10/31/2008,My Name is Bruce,"$1,500,000","$173,066","$173,066",
4737,5/2/1936,Modern Times,"$1,500,000","$165,049","$163,245",
4738,11/5/2007,The Salon,"$1,500,000","$139,084","$139,084",
4739,3/22/2002,Stolen Summer,"$1,500,000","$119,841","$119,841",
4740,6/3/2015,Road Hard,"$1,500,000","$113,169","$113,169",
4741,9/28/2005,Forty Shades of Blue,"$1,500,000","$172,569","$75,828",
4742,9/10/2009,Trucker,"$1,500,000","$52,429","$52,429",
4743,5/29/2009,Pontypool,"$1,500,000","$31,916","$3,865",
4744,9/28/2015,"Me, You and Five Bucks","$1,500,000","$2,105","$2,105",
4745,10/17/2014,Housebound,"$1,500,000","$236,863",$0,
4746,4/11/2005,Wal-Mart: The High Cost of Low Price,"$1,500,000","$58,692",$0,
4747,9/4/1999,Foolish,"$1,600,000","$6,026,908","$6,026,908",
4694,1/1/1949,She Wore a Yellow Ribbon,"$1,600,000","$5,400,000","$5,400,000",
4695,7/4/1974,The Conversation,"$1,600,000","$4,420,000","$4,420,000",
4696,10/15/2010,N-Secure,"$1,600,000","$2,595,644","$2,595,644",
4697,1/2/2008,Sukkar banat,"$1,600,000","$14,253,760","$1,060,591",
4698,12/31/1989,Out of the Dark,"$1,600,000","$419,428","$419,428",
4699,1/27/2006,Bubble,"$1,600,000","$145,382","$145,382",
4700,9/23/2005,Dil Jo Bhi Kahey...,"$1,600,000","$129,319","$129,319",
4701,1/15/1999,Mississippi Mermaid,"$1,600,000","$2,627,795","$27,795",
4702,9/26/2014,Two Night Stand,"$1,600,000","$242,443","$15,600",
4703,4/11/2005,I Love Your Work,"$1,600,000","$3,264","$3,264",
4704,1/1/1938,You Can't Take It With You,"$1,644,000","$4,000,000","$4,000,000",
4693,5/8/1953,From Here to Eternity,"$1,650,000","$30,500,000","$30,500,000",
4692,11/23/2001,In the Bedroom,"$1,700,000","$42,137,871","$35,930,604",
4684,3/19/2008,La misma luna,"$1,700,000","$23,271,741","$12,590,147",
4685,1/1/1972,Conquest of the Planet of the Apes,"$1,700,000","$9,700,000","$9,700,000",
4686,2/28/2014,The Lunchbox,"$1,700,000","$12,231,500","$4,231,500",
4687,4/10/2013,Grace Unplugged,"$1,700,000","$2,507,159","$2,507,159",
4688,1/10/1999,"Happy, Texas","$1,700,000","$2,891,228","$2,039,192",
4689,6/17/2005,My Summer of Love,"$1,700,000","$4,727,375","$1,000,915",
4690,6/24/2005,Yes,"$1,700,000","$661,221","$396,035",
4691,6/18/1999,Lola rennt,"$1,750,000","$22,879,194","$7,267,324",
4680,7/2/2003,May,"$1,750,000","$634,803","$145,540",
4681,8/10/2010,I Spit on Your Grave,"$1,750,000","$1,278,471","$93,051",
4682,8/27/2010,The Last Exorcism,"$1,800,000","$70,165,900","$41,034,350",
4660,11/16/1976,Carrie,"$1,800,000","$25,878,153","$25,878,153",
4661,9/11/1984,A Nightmare on Elm Street,"$1,800,000","$25,504,513","$25,504,513",
4662,6/27/2012,Beasts of the Southern Wild,"$1,800,000","$23,265,132","$12,795,746",
4663,1/29/1964,Dr. Strangelove,"$1,800,000","$9,164,370","$9,164,370",
4664,1/1/1973,Battle for the Planet of the Apes,"$1,800,000","$8,800,000","$8,800,000",
4665,9/18/1951,A Streetcar Named Desire,"$1,800,000","$8,000,000","$8,000,000",
4666,3/8/1968,Hang 'em High,"$1,800,000","$6,800,000","$6,800,000",
4667,11/15/2002,El crimen de padre Amaro,"$1,800,000","$5,719,000","$5,719,000",
4668,6/15/2001,Songcatcher,"$1,800,000","$3,050,934","$3,050,934",
4669,8/23/2011,Higher Ground,"$1,800,000","$842,693","$841,056",
4670,4/22/2011,POM Wonderful Presents: The Greatest Movie Ever Sold,"$1,800,000","$783,733","$638,476",
4671,7/1/2005,Travellers and Magicians,"$1,800,000","$1,322,161","$506,793",
4672,1/1/1993,Ed and his Dead Mother,"$1,800,000",$673,$673,
4673,8/5/1987,River's Edge,"$1,900,000","$4,600,000","$4,600,000",
4649,7/25/2008,Man on Wire,"$1,900,000","$5,617,067","$2,962,242",
4650,8/10/2010,Nowhere Boy,"$1,900,000","$7,785,229","$1,445,366",
4651,11/7/2003,Northfork,"$1,900,000","$1,445,140","$1,420,578",
4652,4/24/2015,Brotherly Love,"$1,900,000","$478,595","$478,595",
4653,3/6/2011,Submarine,"$1,900,000","$4,581,937","$467,602",
4654,9/4/2010,The Square,"$1,900,000","$740,932","$406,216",
4655,8/2/2013,ABCD (Any Body Can Dance),"$1,900,000","$10,137,234","$222,098",
4656,6/29/2007,Chacun sa nuit,"$1,900,000","$139,317","$18,435",
4657,7/26/2013,Stranded,"$1,900,000","$285,593",$0,
4658,12/31/2015,Vaalu,"$1,900,000","$12,444",$0,
4659,9/24/2010,Buried,"$1,987,650","$21,270,290","$1,044,143",
4647,9/3/2001,Dayereh,"$10,000","$673,780","$673,780",
5375,4/28/2006,Clean,"$10,000","$138,711","$138,711",
5376,6/7/2001,Cure,"$10,000","$94,596","$94,596",
5377,5/28/2004,On the Down Low,"$10,000","$1,987","$1,987",
5378,1/4/1996,Bang,"$10,000",$527,$527,
5379,8/14/2008,The Rise and Fall of Miss Thang,"$10,000",$401,$401,
5380,5/12/1997,Good Will Hunting,"$10,000,000","$225,933,435","$138,433,435",
3303,10/22/2004,The Grudge,"$10,000,000","$187,281,115","$110,359,362",
3304,8/26/2016,Don’t Breathe,"$10,000,000","$158,185,073","$89,217,875",
3305,6/26/1981,Stripes,"$10,000,000","$85,300,000","$85,300,000",
3306,10/27/2006,Saw III,"$10,000,000","$163,876,815","$80,238,724",
3307,1/7/2016,The Purge: Election Year,"$10,000,000","$118,557,124","$79,042,440",
3308,8/25/2000,Bring it On,"$10,000,000","$90,453,550","$68,353,550",
3309,1/29/1999,She's All That,"$10,000,000","$63,465,522","$63,465,522",
3310,10/26/2007,Saw IV,"$10,000,000","$135,759,694","$63,300,095",
3311,2/24/2006,Madea's Family Reunion,"$10,000,000","$63,320,521","$63,257,940",
3312,7/1/2005,White Noise,"$10,000,000","$92,094,360","$56,094,360",
3313,10/17/1986,The Color of Money,"$10,000,000","$52,293,000","$52,293,000",
3314,5/6/2015,Insidious Chapter 3,"$10,000,000","$120,678,444","$52,218,558",
3315,2/10/1992,The Mighty Ducks,"$10,000,000","$50,752,337","$50,752,337",
3316,6/11/2009,Precious (Based on the Novel Push by Sapphire),"$10,000,000","$68,722,848","$47,566,524",
3317,4/5/2012,The Best Exotic Marigold Hotel,"$10,000,000","$134,639,780","$46,383,639",
3318,2/17/1989,Bill & Ted's Excellent Adventure,"$10,000,000","$40,485,039","$40,485,039",
3319,4/10/1962,The Longest Day,"$10,000,000","$50,100,000","$39,100,000",
3320,2/16/1996,Happy Gilmore,"$10,000,000","$41,004,412","$38,623,460",
3321,8/31/2001,Jeepers Creepers,"$10,000,000","$58,939,035","$37,904,175",
3322,11/12/1968,Oliver!,"$10,000,000","$37,402,877","$37,402,877",
3323,2/16/2001,Recess: School's Out,"$10,000,000","$44,451,470","$36,696,761",
3324,10/7/1985,Mad Max Beyond Thunderdome,"$10,000,000","$36,230,219","$36,230,219",
3325,3/11/1977,Pete’s Dragon,"$10,000,000","$36,000,000","$36,000,000",
3326,1/22/2016,The Boy,"$10,000,000","$68,220,952","$35,819,556",
3327,4/10/1985,Commando,"$10,000,000","$35,073,978","$35,073,978",
3328,5/19/2017,"Everything, Everything","$10,000,000","$45,921,140","$34,121,140",
3329,9/17/2010,Devil,"$10,000,000","$63,354,114","$33,679,655",
3330,11/22/2002,Friday After Next,"$10,000,000","$33,526,835","$33,253,609",
3331,6/3/2015,The Second Best Exotic Marigold Hotel,"$10,000,000","$90,384,306","$33,078,266",
3332,3/22/1985,The Last Dragon,"$10,000,000","$33,000,000","$33,000,000",
3333,6/3/1992,The Lawnmower Man,"$10,000,000","$32,100,816","$32,100,816",
3334,3/10/2008,Nick and Norah's Infinite Playlist,"$10,000,000","$33,886,017","$31,487,293",
3335,12/19/2003,Calendar Girls,"$10,000,000","$93,074,616","$31,011,616",
3336,12/11/1999,Dogma,"$10,000,000","$43,948,865","$30,651,422",
3337,9/20/2002,The Banger Sisters,"$10,000,000","$38,067,218","$30,306,281",
3338,8/12/2000,Snatch,"$10,000,000","$83,593,107","$30,093,107",
3339,5/19/1989,Road House,"$10,000,000","$30,050,028","$30,050,028",
3340,9/9/2016,When the Bough Breaks,"$10,000,000","$30,629,507","$29,747,603",
3341,6/24/1983,Twilight Zone: The Movie,"$10,000,000","$29,500,000","$29,500,000",
3342,11/23/1994,A Low Down Dirty Shame,"$10,000,000","$29,317,886","$29,317,886",
3343,8/30/2013,One Direction: This is Us,"$10,000,000","$68,541,786","$28,873,374",
3344,6/9/2002,Swimfan,"$10,000,000","$34,364,995","$28,564,995",
3345,6/10/2006,Employee of the Month,"$10,000,000","$38,364,855","$28,444,855",
3346,8/21/2015,Sinister 2,"$10,000,000","$54,104,225","$27,740,955",
3347,8/1/2016,The Forest,"$10,000,000","$40,055,439","$26,594,261",
3348,6/11/2009,The Fourth Kind,"$10,000,000","$49,486,874","$26,218,170",
3349,3/25/1983,The Outsiders,"$10,000,000","$25,697,647","$25,697,647",
3350,12/6/1998,Can't Hardly Wait,"$10,000,000","$25,358,996","$25,358,996",
3351,8/17/2012,Sparkle,"$10,000,000","$24,660,323","$24,397,469",
3352,10/14/2016,Kevin Hart: What Now?,"$10,000,000","$23,591,043","$23,591,043",
3353,4/26/2013,Mud,"$10,000,000","$31,556,959","$21,590,086",
3354,12/11/2010,Skyline,"$10,000,000","$78,693,371","$21,416,355",
3355,9/16/2016,Blair Witch,"$10,000,000","$37,493,221","$20,777,061",
3356,10/21/1983,The Dead Zone,"$10,000,000","$20,766,000","$20,766,000",
3357,2/2/2001,Valentine,"$10,000,000","$20,384,136","$20,384,136",
3358,9/6/2006,A Prairie Home Companion,"$10,000,000","$26,716,191","$20,342,852",
3359,2/23/2007,Reno 911!: Miami,"$10,000,000","$21,851,362","$20,342,161",
3360,7/24/1998,Jane Austen's Mafia,"$10,000,000","$30,143,795","$19,843,795",
3361,10/23/2015,Paranormal Activity: The Ghost Dimension,"$10,000,000","$78,096,553","$18,297,124",
3362,2/25/1994,Sugar Hill,"$10,000,000","$18,423,914","$18,272,447",
3363,6/20/2008,Kit Kittredge: An American Girl,"$10,000,000","$17,657,973","$17,657,973",
3364,9/27/1985,Invasion U.S.A.,"$10,000,000","$17,536,256","$17,536,256",
3365,9/23/2005,Roll Bounce,"$10,000,000","$17,433,072","$17,380,866",
3366,11/12/1998,Rushmore,"$10,000,000","$19,080,435","$17,105,219",
3367,1/19/1990,Tremors,"$10,000,000","$16,667,084","$16,667,084",
3368,6/17/2005,The Perfect Man,"$10,000,000","$19,535,005","$16,535,005",
3369,3/8/1990,Mo' Better Blues,"$10,000,000","$16,153,000","$16,153,000",
3370,1/25/2002,Kung Pow: Enter the Fist,"$10,000,000","$17,033,556","$16,033,556",
3371,7/10/2016,The Birth of a Nation,"$10,000,000","$16,084,310","$15,861,566",
3372,5/30/2003,Wrong Turn,"$10,000,000","$28,649,556","$15,417,771",
3373,5/16/1980,The Long Riders,"$10,000,000","$15,198,912","$15,198,912",
3374,12/3/1999,The Corruptor,"$10,000,000","$15,164,492","$15,164,492",
3375,8/14/2009,"The Goods: Live Hard, Sell Hard","$10,000,000","$15,297,318","$15,122,676",
3376,11/23/2011,My Week with Marilyn,"$10,000,000","$34,240,572","$14,597,405",
3377,12/25/2014,Big Eyes,"$10,000,000","$27,317,872","$14,482,031",
3378,6/28/2002,Hey Arnold! The Movie,"$10,000,000","$13,684,949","$13,684,949",
3379,12/30/2005,The Matador,"$10,000,000","$17,300,838","$12,589,255",
3380,3/14/1997,Love Jones,"$10,000,000","$12,554,569","$12,554,569",
3381,12/19/2000,The Gift,"$10,000,000","$44,567,606","$12,008,642",
3382,1/20/2006,End of the Spear,"$10,000,000","$11,924,041","$11,748,661",
3383,9/3/2001,Get Over It,"$10,000,000","$19,860,259","$11,560,259",
3384,2/19/1999,Office Space,"$10,000,000","$12,179,708","$10,827,813",
3385,7/23/1999,Drop Dead Gorgeous,"$10,000,000","$10,571,408","$10,571,408",
3386,3/4/1998,The Spanish Prisoner,"$10,000,000","$13,835,130","$10,162,034",
3387,11/6/1999,Le Violon rouge,"$10,000,000","$10,019,109","$10,019,109",
3388,11/25/1998,Very Bad Things,"$10,000,000","$21,094,974","$9,949,470",
3389,9/7/2004,Sleepover,"$10,000,000","$9,408,183","$9,408,183",
3390,1/25/2013,Movie 43,"$10,000,000","$31,164,747","$8,840,453",
3391,10/26/1984,Body Double,"$10,000,000","$8,801,940","$8,801,940",
3392,5/21/2010,MacGruber,"$10,000,000","$8,629,895","$8,525,600",
3393,7/18/2003,Dirty Pretty Things,"$10,000,000","$14,156,753","$8,112,414",
3394,3/14/2014,Bad Words,"$10,000,000","$7,843,145","$7,779,614",
3395,3/27/2015,While We're Young,"$10,000,000","$13,423,176","$7,582,065",
3396,1/2/2008,Over Her Dead Body,"$10,000,000","$21,596,074","$7,570,127",
3397,10/24/2001,Bones,"$10,000,000","$8,378,853","$7,316,658",
3398,6/22/2012,Seeking a Friend for the End of the World,"$10,000,000","$11,766,959","$7,078,738",
