Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($),
4057,9/26/2014,Jimi: All is By My Side,"$5,000,000","$927,074","$340,911",
4058,3/8/2007,"Gandhi, My Father","$5,000,000","$1,375,194","$240,425",
4059,4/25/2008,Standard Operating Procedure,"$5,000,000","$332,120","$228,830",
4060,9/30/2011,Tucker & Dale vs. Evil,"$5,000,000","$5,476,793","$223,838",
4061,3/27/1998,No Looking Back,"$5,000,000","$143,273","$143,273",
4062,10/9/2010,"Lovely, Still","$5,000,000","$282,687","$127,564",
4063,6/13/2003,Tycoon,"$5,000,000","$121,016","$121,016",
4064,4/6/1999,Desert Blue,"$5,000,000","$99,147","$99,147",
4065,2/27/2004,Decoys,"$5,000,000","$96,760","$84,733",
4066,5/30/2008,Stuck,"$5,000,000","$67,505","$67,505",
4067,11/16/2007,Redacted,"$5,000,000","$861,325","$65,388",
4068,10/17/2014,Rudderless,"$5,000,000","$567,219","$56,001",
4069,1/28/2005,Fascination,"$5,000,000","$83,356","$16,670",
4070,8/14/2009,Grace,"$5,000,000","$8,297","$8,297",
4071,5/15/2015,Area 51,"$5,000,000","$7,556","$7,556",
4072,10/26/2012,Mientras duermes,"$5,000,000","$9,109,597",$0,
4073,7/7/2009,Flying By,"$5,000,000","$4,568,257",$0,
4074,12/31/2008,The Cottage,"$5,000,000","$1,504,960",$0,
4075,2/9/2016,Yoga Hosers,"$5,000,000","$2,199",$0,
4076,3/10/1980,Somewhere in Time,"$5,100,000","$9,709,597","$9,709,597",
3952,1/8/1944,Wilson,"$5,200,000","$2,000,000","$2,000,000",
3949,5/8/2005,Saint Ralph,"$5,200,000","$1,695,126","$795,126",
3950,4/22/2011,Dum Maaro Dum,"$5,200,000","$11,633,427","$564,489",
3951,11/10/2013,La Vie d'Adèle – Chapitres 1 & 2,"$5,250,000","$22,937,201","$2,450,504",
3945,4/27/2012,Hodejegerne,"$5,250,000","$20,188,740","$1,200,010",
3946,3/8/2007,The Ten,"$5,250,000","$786,677","$769,726",
3947,10/27/2000,A Room for Romeo Brass,"$5,250,000","$20,097","$20,097",
3948,1/27/2006,Rang De Basanti,"$5,300,000","$29,197,694","$2,197,694",
3943,7/19/2013,Grabbers,"$5,300,000","$440,821",$0,
3944,7/3/2003,Irreversible,"$5,400,000","$8,133,256","$792,200",
3941,2/26/2013,Tao Jie,"$5,400,000","$4,728,896",$0,
3942,12/25/1973,The Sting,"$5,500,000","$159,616,327","$159,616,327",
3921,9/25/1981,Chariots of Fire,"$5,500,000","$57,467,731","$57,159,946",
3922,2/25/2005,Diary of a Mad Black Woman,"$5,500,000","$50,458,356","$50,406,346",
3923,11/22/1996,Shine,"$5,500,000","$36,665,191","$35,811,509",
3924,9/27/2013,Don Jon,"$5,500,000","$41,268,579","$24,477,704",
3925,8/22/1973,High Plains Drifter,"$5,500,000","$15,700,000","$15,700,000",
3926,7/20/2001,Ghost World,"$5,500,000","$8,761,608","$6,217,849",
3927,12/14/2001,Iris,"$5,500,000","$15,155,021","$5,580,479",
3928,6/6/1980,Galaxina,"$5,500,000","$4,865,000","$4,865,000",
3929,11/26/2004,Les Choristes,"$5,500,000","$83,529,758","$3,629,758",
3930,6/6/2003,Mambo Italiano,"$5,500,000","$6,148,823","$3,031,801",
3931,3/10/2003,Wonderland,"$5,500,000","$1,060,512","$1,060,512",
3932,1/7/2005,De battre mon coeur s'est arrêté,"$5,500,000","$8,589,831","$1,023,424",
3933,1/4/2011,Haevnen,"$5,500,000","$15,867,314","$1,008,098",
3934,10/21/2011,Le Havre,"$5,500,000","$13,480,196","$611,709",
3935,5/17/2002,Harvard Man,"$5,500,000","$56,653","$56,653",
3936,7/15/2011,Salvation Boulevard,"$5,500,000","$28,468","$28,468",
3937,1/23/2015,R100,"$5,500,000","$24,956","$24,956",
3938,5/5/2015,Miss Julie,"$5,500,000","$863,895",$0,
3939,12/3/2003,Bend it Like Beckham,"$5,600,000","$74,566,042","$32,543,449",
3915,1/9/2006,Crossover,"$5,600,000","$7,009,668","$7,009,668",
3916,6/21/2002,Sunshine State,"$5,600,000","$3,281,898","$3,064,356",
3917,7/16/2010,Standing Ovation,"$5,600,000","$531,806","$531,806",
3918,7/12/2012,Khiladi 786,"$5,600,000","$14,683,763","$385,422",
3919,9/7/2010,[Rec] 2,"$5,600,000","$18,527,766","$27,766",
3920,8/9/2006,Tom yum goong,"$5,700,000","$43,044,087","$12,044,087",
3911,8/27/1999,Stiff Upper Lips,"$5,700,000","$69,582","$69,582",
3912,7/9/2012,The Inbetweeners,"$5,700,000","$86,051,320","$35,955",
3913,7/16/2010,Valhalla Rising,"$5,700,000","$731,613","$30,638",
3914,8/2/1968,The Planet of the Apes,"$5,800,000","$33,395,426","$33,395,426",
3906,7/3/1965,The Train,"$5,800,000","$6,800,000","$6,800,000",
3907,3/18/2011,Winter in Wartime,"$5,800,000","$9,662,214","$542,860",
3908,3/10/2003,Foolproof,"$5,800,000","$421,021","$230,312",
3909,5/10/2012,Trade of Innocents,"$5,800,000","$15,091","$15,091",
3910,2/8/1996,Emma,"$5,900,000","$37,831,658","$22,231,658",
3904,3/21/2003,L'auberge espagnole,"$5,900,000","$3,895,664","$3,895,664",
3905,4/2/1983,Videodrome,"$5,952,000","$2,120,439","$2,120,439",
3903,9/8/1995,The Brothers McMullen,"$50,000","$10,426,506","$10,426,506",
5329,3/16/2001,Gabriela,"$50,000","$2,335,352","$2,335,352",
5330,12/11/2010,Tiny Furniture,"$50,000","$424,149","$391,674",
5331,2/22/2008,The Signal,"$50,000","$406,299","$251,150",
5332,7/31/2015,Counting,"$50,000","$8,374","$8,374",
5333,11/20/2009,The Twilight Saga: New Moon,"$50,000,000","$687,557,727","$296,623,634",
1001,5/18/2001,Shrek,"$50,000,000","$491,812,794","$267,655,011",
1002,6/29/2012,Ted,"$50,000,000","$556,016,627","$218,665,740",
1003,6/13/2014,22 Jump Street,"$50,000,000","$331,333,876","$191,719,337",
1004,6/14/1991,Robin Hood: Prince of Thieves,"$50,000,000","$390,500,000","$165,493,908",
1005,12/13/1996,Jerry Maguire,"$50,000,000","$274,000,000","$153,952,592",
1006,12/25/2015,Daddy’s Home,"$50,000,000","$238,757,137","$150,357,137",
1007,12/24/1997,As Good as it Gets,"$50,000,000","$314,111,923","$148,478,011",
1008,12/25/1998,Patch Adams,"$50,000,000","$202,173,000","$135,014,968",
1009,12/25/2014,Into the Woods,"$50,000,000","$203,502,372","$128,002,372",
1010,6/17/2016,Central Intelligence,"$50,000,000","$217,196,811","$127,440,871",
1011,12/18/2013,Anchorman 2: The Legend Continues,"$50,000,000","$172,185,754","$127,352,707",
1012,10/6/2011,Super 8,"$50,000,000","$257,972,745","$127,004,179",
1013,6/28/2002,Mr. Deeds,"$50,000,000","$171,269,535","$126,293,452",
1014,3/17/2000,Erin Brockovich,"$50,000,000","$257,805,243","$125,548,685",
1015,7/2/2003,How to Lose a Guy in 10 Days,"$50,000,000","$178,890,782","$105,807,520",
1016,11/11/1994,Interview with the Vampire: The Vampire Chronicles,"$50,000,000","$223,564,608","$105,264,608",
1017,12/19/2008,Yes Man,"$50,000,000","$225,990,976","$97,690,976",
1018,2/28/2014,Non-Stop,"$50,000,000","$222,383,055","$91,742,160",
1019,12/25/1998,Stepmom,"$50,000,000","$159,745,279","$91,137,662",
1020,9/8/2013,Disney Planes,"$50,000,000","$238,059,569","$90,282,580",
1021,10/3/2006,Failure to Launch,"$50,000,000","$128,402,901","$88,715,192",
1022,3/24/2006,Inside Man,"$50,000,000","$185,798,265","$88,634,237",
1023,7/29/2011,"Crazy, Stupid, Love","$50,000,000","$147,142,328","$84,351,197",
1024,5/2/1999,Payback,"$50,000,000","$161,626,121","$81,526,121",
1025,9/6/1995,Congo,"$50,000,000","$152,022,333","$81,022,333",
1026,3/20/2009,Knowing,"$50,000,000","$186,450,317","$79,957,634",
1027,3/18/2005,The Ring Two,"$50,000,000","$161,941,727","$75,941,727",
1028,12/23/2011,We Bought a Zoo,"$50,000,000","$118,729,073","$75,624,550",
1029,9/23/2011,Moneyball,"$50,000,000","$111,300,835","$75,605,492",
1030,11/6/2004,Garfield,"$50,000,000","$208,094,550","$75,367,693",
1031,11/24/2004,Christmas with the Kranks,"$50,000,000","$96,469,187","$73,701,902",
1032,3/17/2006,V for Vendetta,"$50,000,000","$130,214,162","$70,511,035",
1033,10/3/1995,Outbreak,"$50,000,000","$67,823,573","$67,823,573",
1034,3/13/2009,Race to Witch Mountain,"$50,000,000","$105,103,783","$67,172,594",
1035,9/24/2004,The Forgotten,"$50,000,000","$117,211,892","$66,711,892",
1036,6/22/2005,Herbie: Fully Loaded,"$50,000,000","$144,110,682","$66,010,682",
1037,7/2/2003,Shanghai Knights,"$50,000,000","$88,316,835","$60,470,220",
1038,7/18/2014,Planes: Fire and Rescue,"$50,000,000","$156,399,644","$59,157,732",
1039,10/2/2006,Curious George,"$50,000,000","$71,052,604","$58,640,119",
1040,6/4/2012,American Reunion,"$50,000,000","$236,799,211","$56,758,835",
1041,1/25/2013,Hansel & Gretel: Witch Hunters,"$50,000,000","$214,949,716","$55,703,475",
1042,2/18/2011,I am Number Four,"$50,000,000","$146,195,159","$55,100,437",
1043,9/28/2001,Don’t Say a Word,"$50,000,000","$104,488,383","$54,997,476",
1044,1/15/2016,13 Hours: The Secret Soldiers of Benghazi,"$50,000,000","$69,411,370","$52,853,219",
1045,8/5/2002,Unfaithful,"$50,000,000","$119,114,494","$52,752,475",
1046,11/23/2005,Syriana,"$50,000,000","$92,690,959","$50,824,620",
1047,10/9/2004,Resident Evil: Apocalypse,"$50,000,000","$125,168,734","$50,740,078",
1048,10/17/2014,The Book of Life,"$50,000,000","$97,651,543","$50,151,543",
1049,2/14/1997,Absolute Power,"$50,000,000","$50,068,310","$50,068,310",
1050,10/2/2006,Firewall,"$50,000,000","$82,751,189","$48,751,189",
1051,12/9/1997,The Game,"$50,000,000","$80,369,970","$48,265,581",
1052,8/22/1997,G.I. Jane,"$50,000,000","$48,169,156","$48,169,156",
1053,8/8/2014,Into the Storm,"$50,000,000","$156,602,194","$47,602,194",
1054,10/10/2014,The Judge,"$50,000,000","$76,119,388","$47,119,388",
1055,4/21/2006,Silent Hill,"$50,000,000","$94,704,227","$46,982,632",
1056,11/8/2000,The Replacements,"$50,000,000","$50,054,511","$44,737,059",
1057,7/29/1998,The Negotiator,"$50,000,000","$49,105,766","$44,705,766",
1058,8/19/2016,War Dogs,"$50,000,000","$83,034,523","$43,034,523",
1059,5/25/1994,Beverly Hills Cop III,"$50,000,000","$119,180,938","$42,586,861",
1060,6/15/1990,Gremlins 2: The New Batch,"$50,000,000","$41,476,097","$41,476,097",
1061,9/26/1997,The Peacemaker,"$50,000,000","$62,967,368","$41,263,140",
1062,3/10/2003,Out of Time,"$50,000,000","$55,489,826","$41,083,108",
1063,12/11/2004,Bridget Jones: The Edge Of Reason,"$50,000,000","$263,894,551","$40,203,020",
1064,11/2/2000,The Beach,"$50,000,000","$39,778,599","$39,778,599",
1065,10/6/2005,The Adventures of Sharkboy and Lavagirl in 3-D,"$50,000,000","$69,425,966","$39,177,684",
1066,2/18/1994,On Deadly Ground,"$50,000,000","$38,590,458","$38,590,458",
1067,11/25/2009,Ninja Assassin,"$50,000,000","$62,209,892","$38,122,883",
1068,5/28/2004,Raising Helen,"$50,000,000","$49,928,680","$37,485,528",
1069,5/20/2016,The Nice Guys,"$50,000,000","$57,261,763","$36,261,763",
1070,9/17/1999,For Love of the Game,"$50,000,000","$46,112,640","$35,188,640",
1071,11/12/1998,Jack Frost,"$50,000,000","$34,645,374","$34,645,374",
1072,4/6/2010,Marmaduke,"$50,000,000","$89,895,930","$33,644,788",
1073,6/28/1996,Striptease,"$50,000,000","$113,309,743","$33,109,743",
1074,10/15/2010,Hereafter,"$50,000,000","$105,246,941","$32,746,941",
1075,4/19/2002,Murder by Numbers,"$50,000,000","$56,643,267","$31,874,869",
1076,6/10/1995,Assassins,"$50,000,000","$83,306,268","$30,306,268",
1077,12/2/2016,Zoolander 2,"$50,000,000","$55,348,693","$28,848,693",
1078,1/16/2009,Defiance,"$50,000,000","$52,987,754","$28,644,813",
1079,9/2/2007,Hannibal Rising,"$50,000,000","$80,583,311","$27,669,725",
1080,7/28/2017,The Emoji Movie,"$50,000,000","$27,366,288","$27,365,212",
1081,10/15/1999,The Story of Us,"$50,000,000","$27,100,030","$27,100,030",
1082,3/29/2013,The Host,"$50,000,000","$64,477,051","$26,623,701",
1083,3/28/2003,Basic,"$50,000,000","$42,598,498","$26,599,248",
1084,3/13/2015,Run All Night,"$50,000,000","$66,961,644","$26,461,644",
1085,9/8/2002,Blood Work,"$50,000,000","$26,199,517","$26,199,517",
1086,2/13/2009,The International,"$50,000,000","$53,850,527","$25,450,527",
1087,9/8/1996,Escape from L.A.,"$50,000,000","$25,426,861","$25,426,861",
1088,2/27/2004,Twisted,"$50,000,000","$40,119,848","$25,195,050",
1089,10/12/2004,The Life Aquatic with Steve Zissou,"$50,000,000","$34,806,726","$24,006,726",
1090,4/8/1999,The Iron Giant,"$50,000,000","$31,333,917","$23,159,305",
1091,8/4/2011,Your Highness,"$50,000,000","$26,121,638","$21,596,445",
1092,9/16/2016,Snowden,"$50,000,000","$34,301,950","$21,587,519",
1093,9/30/2011,Dream House,"$50,000,000","$41,642,166","$21,302,340",
1094,6/24/2016,Free State of Jones,"$50,000,000","$23,152,062","$20,810,036",
1095,4/9/2009,Gamer,"$50,000,000","$42,002,029","$20,534,907",
1096,2/25/2005,Man of the House,"$50,000,000","$22,099,706","$19,699,706",
1097,2/21/2003,The Life of David Gale,"$50,000,000","$28,920,188","$19,694,635",
1098,2/14/2013,Beautiful Creatures,"$50,000,000","$60,282,876","$19,452,138",
1099,9/30/2005,Into the Blue,"$50,000,000","$41,982,227","$18,782,227",
1100,9/14/2007,Eastern Promises,"$50,000,000","$56,077,088","$17,181,265",
1101,1/7/1994,Baby's Day Out,"$50,000,000","$16,581,575","$16,581,575",
1102,12/11/1999,The Messenger: The Story of Joan of Arc,"$50,000,000","$14,271,297","$14,271,297",
1103,3/11/1995,Fair Game,"$50,000,000","$26,097,497","$11,497,497",
1104,2/25/2011,Drive Angry,"$50,000,000","$41,042,583","$10,721,033",
1105,7/11/1997,Mad City,"$50,000,000","$10,561,038","$10,561,038",
1106,10/13/1995,The Scarlet Letter,"$50,000,000","$10,359,006","$10,359,006",
1107,10/14/2005,Domino,"$50,000,000","$22,969,202","$10,169,202",
1108,10/13/1995,Jade,"$50,000,000","$9,812,870","$9,812,870",
1109,2/27/2009,Street Fighter: The Legend of Chun-Li,"$50,000,000","$12,335,036","$9,135,036",
1110,3/29/2002,Death to Smoochy,"$50,000,000","$8,374,062","$8,355,815",
1111,11/13/2009,The Boat That Rocked,"$50,000,000","$37,472,651","$8,017,467",
1112,1/30/2004,The Big Bounce,"$50,000,000","$6,626,115","$6,471,394",
1113,3/3/2000,What Planet Are You From?,"$50,000,000","$6,291,602","$6,291,602",
1114,4/17/2015,Child 44,"$50,000,000","$3,434,330","$1,224,330",
1115,1/23/2009,Outlander,"$50,000,000","$1,250,617","$166,003",
1116,3/15/2013,Upside Down,"$50,000,000","$26,387,039","$102,118",
1117,2/10/2015,Shanghai,"$50,000,000","$15,505,922","$46,425",
1118,4/3/2011,The Adjustment Bureau,"$50,200,000","$126,931,325","$62,495,645",
1000,9/26/2008,Fireproof,"$500,000","$33,473,297","$33,456,317",
5048,11/15/1974,Benji,"$500,000","$31,559,560","$31,559,560",
5049,6/8/2004,Open Water,"$500,000","$55,518,641","$30,500,882",
5050,1/1/1977,Kingdom of the Spiders,"$500,000","$17,000,000","$17,000,000",
5051,5/13/2005,Mad Hot Ballroom,"$500,000","$9,387,581","$8,117,961",
5052,3/10/2003,The Station Agent,"$500,000","$9,470,209","$5,801,558",
5053,1/22/2010,To Save a Life,"$500,000","$3,824,868","$3,777,210",
5054,6/16/2006,Wordplay,"$500,000","$3,177,636","$3,121,270",
5055,10/22/1999,Beyond the Mat,"$500,000","$2,047,570","$2,047,570",
5056,1/2/2002,The Singles Ward,"$500,000","$1,250,798","$1,250,798",
5057,8/7/2011,Sholem Aleichem: Laughing in the Darkness,"$500,000","$1,131,261","$1,131,261",
5058,1/30/2004,Osama,"$500,000","$1,971,479","$1,127,331",
5059,9/6/2000,Groove,"$500,000","$1,167,524","$1,115,313",
5060,1/31/2003,The R.M.,"$500,000","$1,111,615","$1,111,615",
5061,7/30/1999,Twin Falls Idaho,"$500,000","$1,027,228","$985,341",
5062,8/20/2004,Mean Creek,"$500,000","$1,348,750","$603,951",
5063,8/23/2013,Drinking Buddies,"$500,000","$407,100","$343,706",
5064,2/13/1998,Hurricane Streets,"$500,000","$367,582","$334,041",
5065,12/7/2002,Never Again,"$500,000","$308,793","$307,631",
5066,11/19/1956,Shichinin no samurai,"$500,000","$271,736","$271,736",
5067,8/29/2003,Civil Brand,"$500,000","$254,293","$254,293",
5068,10/29/2010,Monsters,"$500,000","$5,639,730","$237,301",
5069,3/24/2006,Lonesome Jim,"$500,000","$602,789","$154,187",
5070,4/17/2013,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,"$500,000","$152,449","$152,449",
5071,9/28/2012,The Other Dream Team,"$500,000","$314,444","$134,109",
5072,1/4/2011,Rubber,"$500,000","$680,914","$100,370",
5073,1/1/1991,Johnny Suede,"$500,000","$55,000","$55,000",
5074,5/10/2007,Finishing the Game,"$500,000","$53,201","$52,850",
5075,4/18/2008,Kiss the Bride,"$500,000","$32,033","$32,033",
5076,11/7/2003,The Journey,"$500,000","$19,800","$19,800",
5077,4/23/2009,Home,"$500,000","$44,793,168","$15,433",
5078,10/1/2003,The Slaughter Rule,"$500,000","$13,134","$13,134",
5079,5/14/2010,The Living Wake,"$500,000","$12,232","$12,232",
5080,2/27/2009,Scott Walker: 30 Century Man,"$500,000","$77,121","$6,840",
5081,10/21/2005,The Californians,"$500,000","$4,134","$4,134",
5082,10/9/2014,Born to Fly: Elizabeth Streb vs. Gravity,"$500,000","$1,822","$1,822",
5083,6/28/2013,Detention of the Dead,"$500,000","$1,778","$1,778",
5084,12/31/2006,Fengkuang de Shitou,"$500,000","$3,000,000",$0,
5085,8/1/2013,Now is Good,"$500,000","$2,141,436",$0,
5086,2/11/2001,Everything Put Together,"$500,000","$7,890",$0,
5087,6/23/2000,"Me, Myself & Irene","$51,000,000","$149,270,999","$90,570,999",
997,4/8/2006,Barnyard: The Original Party Animals,"$51,000,000","$118,583,844","$72,779,000",
998,11/22/2006,Deck the Halls,"$51,000,000","$46,815,807","$35,093,569",
999,12/25/2002,Catch Me if You Can,"$52,000,000","$355,612,291","$164,606,800",
987,7/18/2008,Mamma Mia!,"$52,000,000","$615,748,877","$144,130,063",
988,2/6/2006,The Break-Up,"$52,000,000","$205,727,307","$118,703,275",
989,12/2/2010,Valentine's Day,"$52,000,000","$217,569,328","$110,485,654",
990,11/22/1995,Casino,"$52,000,000","$110,400,000","$42,438,300",
991,5/8/2011,The Change-Up,"$52,000,000","$75,835,124","$37,081,475",
992,12/23/1998,The Thin Red Line,"$52,000,000","$97,709,034","$36,400,491",
993,12/22/1999,Man on the Moon,"$52,000,000","$47,407,635","$34,580,635",
994,5/2/2010,From Paris With Love,"$52,000,000","$53,139,168","$24,077,427",
995,4/16/2003,Bulletproof Monk,"$52,000,000","$23,010,607","$23,010,607",
996,12/19/2012,Zero Dark Thirty,"$52,500,000","$134,612,435","$95,720,716",
986,5/8/2005,The Dukes of Hazzard,"$53,000,000","$109,848,461","$80,270,227",
977,10/16/2009,Law Abiding Citizen,"$53,000,000","$131,159,781","$73,357,727",
978,9/18/2015,Black Mass,"$53,000,000","$98,837,872","$62,575,678",
979,11/14/1997,Anastasia,"$53,000,000","$139,801,290","$58,403,409",
980,5/18/2001,Moulin Rouge,"$53,000,000","$179,209,685","$57,386,369",
981,2/11/2001,Domestic Disturbance,"$53,000,000","$54,207,112","$45,207,112",
982,10/20/2006,Flags of Our Fathers,"$53,000,000","$63,657,941","$33,602,376",
983,6/4/2007,Grindhouse,"$53,000,000","$50,187,789","$25,031,037",
984,10/16/1998,Beloved,"$53,000,000","$22,852,487","$22,852,487",
985,6/16/2000,Shaft,"$53,012,938","$107,190,108","$70,327,868",
976,6/19/1981,Superman II,"$54,000,000","$108,185,706","$108,185,706",
969,3/22/2002,Blade 2,"$54,000,000","$154,338,601","$81,676,888",
970,7/14/2006,"You, Me and Dupree","$54,000,000","$130,402,010","$75,802,010",
971,12/19/2008,Seven Pounds,"$54,000,000","$166,617,328","$69,951,824",
972,12/25/1990,The Godfather: Part III,"$54,000,000","$66,520,529","$66,520,529",
973,10/14/2005,Elizabethtown,"$54,000,000","$50,719,373","$26,850,426",
974,1/8/2003,Gigli,"$54,000,000","$7,126,002","$6,087,542",
975,6/7/1994,Forrest Gump,"$55,000,000","$679,850,637","$330,151,138",
906,12/14/2007,Alvin and the Chipmunks,"$55,000,000","$362,605,033","$217,326,974",
907,11/2/2005,Hitch,"$55,000,000","$366,784,257","$177,784,257",
908,6/10/2000,Meet the Parents,"$55,000,000","$304,599,899","$166,225,040",
909,12/15/2006,The Pursuit of Happyness,"$55,000,000","$307,325,633","$162,586,036",
910,10/6/1995,Pocahontas,"$55,000,000","$347,100,000","$141,579,773",
911,12/15/1978,Superman,"$55,000,000","$300,200,000","$134,218,018",
912,6/28/1996,The Nutty Professor,"$55,000,000","$273,814,019","$128,814,019",
913,10/2/2017,Fifty Shades Darker,"$55,000,000","$376,856,949","$114,434,010",
914,11/10/2013,Captain Phillips,"$55,000,000","$220,648,184","$107,136,417",
915,7/16/1997,George Of The Jungle,"$55,000,000","$174,463,257","$105,263,257",
916,1/8/2003,American Wedding,"$55,000,000","$126,425,115","$104,354,205",
917,9/26/2014,The Equalizer,"$55,000,000","$192,903,624","$101,530,738",
918,5/26/1995,Casper,"$55,000,000","$282,300,000","$100,328,194",
919,9/4/2010,Date Night,"$55,000,000","$152,269,033","$98,711,404",
920,12/13/2002,Maid in Manhattan,"$55,000,000","$163,838,217","$93,932,896",
921,12/5/1995,Crimson Tide,"$55,000,000","$159,387,195","$91,387,195",
922,9/23/2005,Flightplan,"$55,000,000","$214,392,904","$89,706,988",
923,9/12/1994,Disclosure,"$55,000,000","$212,200,000","$83,015,089",
924,10/4/1998,City of Angels,"$55,000,000","$198,750,909","$78,750,909",
925,1/16/2015,Paddington,"$55,000,000","$259,541,430","$76,223,578",
926,4/28/2006,R.V.,"$55,000,000","$87,524,497","$71,724,497",
927,10/28/1994,Stargate,"$55,000,000","$196,565,669","$71,565,669",
928,10/10/2003,Kill Bill: Volume 1,"$55,000,000","$176,469,428","$70,098,138",
929,6/17/2011,Mr. Poppers's Penguins,"$55,000,000","$189,624,452","$68,224,452",
930,8/13/1999,Bowfinger,"$55,000,000","$98,699,769","$66,458,769",
931,4/16/2004,Kill Bill: Volume 2,"$55,000,000","$153,535,982","$66,207,920",
932,12/22/1989,Tango & Cash,"$55,000,000","$63,408,614","$63,408,614",
933,7/31/1992,Death Becomes Her,"$55,000,000","$149,022,650","$58,422,650",
934,5/26/2000,Shanghai Noon,"$55,000,000","$71,189,835","$56,932,305",
935,3/15/1996,Executive Decision,"$55,000,000","$122,079,192","$56,679,192",
936,1/11/2013,Free Birds,"$55,000,000","$110,387,072","$55,750,480",
937,5/22/1992,Alien 3,"$55,000,000","$158,500,000","$54,927,174",
938,4/18/2008,The Forbidden Kingdom,"$55,000,000","$129,075,270","$52,075,270",
939,12/22/2004,The Phantom of the Opera,"$55,000,000","$154,017,885","$51,225,796",
940,3/21/2014,Muppets Most Wanted,"$55,000,000","$79,312,301","$51,178,893",
941,12/25/1996,Evita,"$55,000,000","$151,947,179","$50,047,179",
942,8/19/2016,Kubo and the Two Strings,"$55,000,000","$74,545,591","$48,023,088",
943,9/25/1998,Ronin,"$55,000,000","$70,692,101","$41,610,884",
944,11/24/2010,Burlesque,"$55,000,000","$90,552,675","$39,440,655",
945,11/10/1996,The Ghost and the Darkness,"$55,000,000","$38,564,422","$38,564,422",
946,10/24/2008,Changeling,"$55,000,000","$113,805,580","$35,739,802",
947,7/27/2012,The Watch,"$55,000,000","$67,130,045","$34,353,000",
948,3/14/2003,The Hunted,"$55,000,000","$47,213,095","$34,234,008",
949,4/6/1999,Instinct,"$55,000,000","$34,105,207","$34,105,207",
950,12/12/2003,Stuck On You,"$55,000,000","$63,537,164","$33,832,741",
951,2/29/2008,Semi-Pro,"$55,000,000","$43,980,363","$33,479,698",
952,10/16/2015,Crimson Peak,"$55,000,000","$75,466,595","$31,090,320",
953,4/27/2012,The Pirates! Band of Misfits,"$55,000,000","$136,143,605","$31,051,126",
954,2/12/2005,Aeon Flux,"$55,000,000","$53,913,573","$25,857,987",
955,2/8/1996,Chain Reaction,"$55,000,000","$60,209,334","$21,226,204",
956,8/16/1996,The Fan,"$55,000,000","$18,582,965","$18,582,965",
957,12/10/2007,Elizabeth: The Golden Age,"$55,000,000","$74,870,866","$16,285,240",
958,12/6/2009,Imagine That,"$55,000,000","$16,123,323","$16,123,323",
959,2/21/2003,Gods and Generals,"$55,000,000","$12,923,936","$12,882,934",
960,10/1/1997,Turbulence,"$55,000,000","$11,532,774","$11,532,774",
961,1/2/2013,Bullet to the Head,"$55,000,000","$22,597,969","$9,489,829",
962,9/22/2006,All the King's Men,"$55,000,000","$9,521,458","$7,221,458",
963,7/30/2004,Thunderbirds,"$55,000,000","$28,231,444","$6,768,055",
964,11/26/2004,Un long dimanche de fiançailles,"$55,000,000","$69,759,296","$6,167,817",
965,4/5/2007,Lucky You,"$55,000,000","$6,521,829","$5,755,286",
966,7/22/1998,Lolita,"$55,000,000","$1,147,784","$1,147,784",
967,9/20/2002,Eye See You,"$55,000,000","$1,807,990","$79,161",
968,9/5/1980,Friday the 13th,"$550,000","$59,754,601","$39,754,601",
5044,4/27/1984,Love Letters,"$550,000","$5,269,990","$5,269,990",
5045,12/9/2014,Faith Connections,"$550,000","$9,111","$9,111",
5046,12/31/1931,Mata Hari,"$558,000","$900,000","$900,000",
5043,11/4/2003,Anger Management,"$56,000,000","$195,660,942","$135,560,942",
902,4/3/2005,The Pacifier,"$56,000,000","$198,006,880","$113,006,880",
903,2/4/2004,Walking Tall,"$56,000,000","$47,313,824","$46,213,824",
904,1/22/2016,Zhuo yao ji,"$56,000,000","$386,096,060","$32,766",
905,11/8/1964,A Hard Day's Night,"$560,000","$1,597,233","$1,537,860",
5040,7/29/2011,The Harvest/La Cosecha,"$560,000","$3,709","$3,709",
5041,12/31/2015,Julija in alfa Romeo,"$560,000","$8,462",$0,
5042,10/17/1997,Devil's Advocate,"$57,000,000","$153,007,424","$61,007,424",
897,2/17/2012,Ghost Rider: Spirit of Vengeance,"$57,000,000","$149,217,355","$51,774,002",
898,5/31/1996,Dragonheart,"$57,000,000","$104,364,680","$51,364,680",
899,12/11/2004,After the Sunset,"$57,000,000","$38,329,114","$28,328,132",
900,8/17/2001,Captain Corelli's Mandolin,"$57,000,000","$62,097,495","$25,528,495",
901,5/30/2008,Sex and the City,"$57,500,000","$415,247,258","$152,647,258",
894,10/9/2010,Resident Evil: Afterlife,"$57,500,000","$295,874,190","$60,128,566",
895,6/15/2012,That's My Boy,"$57,500,000","$58,085,235","$36,931,089",
896,12/2/2016,Deadpool,"$58,000,000","$801,029,249","$363,070,709",
881,12/25/2014,American Sniper,"$58,000,000","$547,326,372","$350,126,372",
882,10/16/2015,Goosebumps,"$58,000,000","$158,905,324","$80,069,458",
883,5/25/1988,Rambo III,"$58,000,000","$188,715,611","$53,715,611",
884,12/15/1995,Sabrina,"$58,000,000","$87,100,000","$53,458,319",
